Sorted Json formula,prototype,prototype_name,prototype_formula,DOIs
"{""A"": {""Cr"": 0.1111, ""Hf"": 0.1111, ""Mo"": 0.1111, ""Nb"": 0.1111, ""Ta"": 0.1111, ""Ti"": 0.1111, ""V"": 0.1111, ""W"": 0.1111, ""Zr"": 0.1111}, ""B"": {""Al"": 1.0}, ""C"": {""C"": 1.0}}",,MAX,"{'A': 4, 'B': 1, 'C': 3}",['https://doi.org/10.1126/science.adv4415']
"{""A"": {""Co"": 0.25, ""Fe"": 0.25, ""Mn"": 0.25, ""Ni"": 0.25}, ""B"": {""P"": 1.0}, ""C"": {""S"": 1.0}}",MnPS3,MnPS3,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/jacs.1c01580']
"{""A"": {""Co"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""B"": {""P"": 1.0}, ""C"": {""S"": 1.0}}",MnPS3,MnPS3,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/jacs.1c01580']
"{""A"": {""Co"": 0.2, ""Fe"": 0.2, ""Mg"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""B"": {""P"": 1.0}, ""C"": {""S"": 1.0}}",MnPS3,MnPS3,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/jacs.1c01580']
"{""A"": {""Co"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""V"": 0.2}, ""B"": {""P"": 1.0}, ""C"": {""S"": 1.0}}",MnPS3,MnPS3,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/jacs.1c01580']
"{""A"": {""Li"": 1.0}, ""B"": {""Fe"": 0.02, ""Mg"": 0.02, ""Mn"": 0.03, ""Mo"": 0.02, ""Nb"": 0.01, ""Ni"": 0.88, ""Ti"": 0.02}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1126/sciadv.ado4472']
"{""A"": {""Li"": 1.0}, ""B"": {""Mg"": 0.02, ""Mn"": 0.13, ""Mo"": 0.02, ""Nb"": 0.01, ""Ni"": 0.8, ""Ti"": 0.02}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1038/s41586-022-05115-z']
"{""A"": {""Li"": 1.0}, ""B"": {""Co"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Ti"": 0.2}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1149/1945-7111/ac00f4']
"{""A"": {""Li"": 1.2}, ""B"": {""Al"": 0.1, ""Co"": 0.15, ""Fe"": 0.15, ""Mn"": 0.25, ""Ni"": 0.15}, ""O"": {""F"": 0.15, ""O"": 0.85}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/acs.jpclett.3c00891']
"{""A"": {""Li"": 1.0}, ""B"": {""Al"": 0.2, ""Co"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/acsami.2c16194']
"{""A"": {""Li"": 1.0}, ""B"": {""Co"": 0.2, ""Cr"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/acsaem.1c03968']
"{""A"": {""Li"": 1.0}, ""B"": {""Al"": 0.025, ""Co"": 0.1, ""Cu"": 0.025, ""Fe"": 0.025, ""Li"": 0.15, ""Mg"": 0.025, ""Mn"": 0.5, ""Ni"": 0.15}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/adma.202208726']
"{""A"": {""Li"": 1.0}, ""B"": {""Al"": 0.25, ""Co"": 0.25, ""Mn"": 0.25, ""Ni"": 0.25}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1038/s41598-020-75134-1']
"{""A"": {""Na"": 0.83}, ""B"": {""Co"": 0.2, ""Li"": 0.1, ""Mn"": 0.15, ""Ni"": 0.25, ""Sn"": 0.15, ""Ti"": 0.15}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/acsnano.3c02290']
"{""A"": {""Na"": 1.0}, ""B"": {""Co"": 0.15, ""Cu"": 0.12, ""Fe"": 0.15, ""Mg"": 0.12, ""Mn"": 0.1, ""Ni"": 0.12, ""Sb"": 0.04, ""Sn"": 0.1, ""Ti"": 0.1}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/anie.201912171']
"{""A"": {""Na"": 1.0}, ""B"": {""Cu"": 0.1, ""Fe"": 0.2, ""Mn"": 0.3, ""Ni"": 0.3, ""Ti"": 0.1}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1038/s41560-024-01616-5']
"{""A"": {""Na"": 0.9}, ""B"": {""Co"": 0.2, ""Cu"": 0.05, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Ti"": 0.15}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/adma.202312300']
"{""A"": {""Na"": 0.65}, ""B"": {""Al"": 0.015, ""Cu"": 0.2, ""La"": 0.015, ""Li"": 0.06, ""Mg"": 0.015, ""Mn"": 0.65, ""Ti"": 0.015, ""Y"": 0.015, ""Zr"": 0.015}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.cej.2023.148130']
"{""A"": {""Na"": 0.95}, ""B"": {""Cu"": 0.05, ""Fe"": 0.15, ""Li"": 0.06, ""Mn"": 0.49, ""Ni"": 0.25}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1007/s40820-023-01232-0']
"{""A"": {""Na"": 0.67}, ""B"": {""Al"": 0.014, ""Cu"": 0.045, ""Fe"": 0.334, ""Mg"": 0.014, ""Mn"": 0.5, ""Sn"": 0.014, ""Ti"": 0.014, ""Zr"": 0.014}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/acsami.3c16333']
"{""A"": {""Li"": 0.1, ""Na"": 0.9}, ""B"": {""Fe"": 0.2, ""Mg"": 0.02, ""Mn"": 0.04, ""Ni"": 0.4, ""Ti"": 0.04}, ""O"": {""F"": 0.05, ""O"": 0.95}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/adma.202304440']
"{""A"": {""Na"": 0.7778}, ""B"": {""Cu"": 0.1111, ""Fe"": 0.1111, ""Mn"": 0.4444, ""Ni"": 0.2222, ""Ti"": 0.1111}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/cssc.202400768']
"{""A"": {""Na"": 0.75}, ""B"": {""Cu"": 0.1, ""Mn"": 0.4, ""Ni"": 0.33, ""Sn"": 0.05, ""Ti"": 0.13}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/aenm.202400127']
"{""A"": {""Na"": 0.67}, ""B"": {""Cu"": 0.13, ""Mn"": 0.25, ""Ni"": 0.2, ""Sn"": 0.22, ""Ti"": 0.2}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/aenm.202400127']
"{""A"": {""Na"": 0.7}, ""B"": {""Cu"": 0.1, ""Fe"": 0.1, ""Mn"": 0.4, ""Ni"": 0.3, ""Ti"": 0.1}, ""O"": {""F"": 0.05, ""O"": 0.95}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.ensm.2023.03.007']
"{""A"": {""Na"": 1.0}, ""B"": {""Al"": 0.2, ""Co"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1063/5.0206490']
"{""A"": {""Na"": 1.0}, ""B"": {""Co"": 0.2, ""Cu"": 0.1, ""Fe"": 0.1, ""Li"": 0.1, ""Mn"": 0.15, ""Ni"": 0.1, ""Sn"": 0.1, ""Ti"": 0.15}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.ensm.2023.01.010']
"{""A"": {""Na"": 0.95}, ""B"": {""Cu"": 0.11, ""Fe"": 0.3, ""Li"": 0.07, ""Mn"": 0.41, ""Ni"": 0.11}, ""O"": {""F"": 0.015, ""O"": 0.985}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/jacs.3c00879']
"{""A"": {""Na"": 1.0}, ""B"": {""Cu"": 0.1, ""Li"": 0.05, ""Mg"": 0.05, ""Mn"": 0.5, ""Ni"": 0.3}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/adma.201803765']
"{""A"": {""Na"": 0.62}, ""B"": {""Cu"": 0.05, ""Mg"": 0.07, ""Mn"": 0.67, ""Ni"": 0.23, ""Ti"": 0.01}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1038/s41467-022-30113-0']
"{""A"": {""Na"": 1.0}, ""B"": {""Cu"": 0.1, ""Fe"": 0.2, ""Mg"": 0.05, ""Mn"": 0.2, ""Ni"": 0.25, ""Sn"": 0.1, ""Ti"": 0.1}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/jacs.2c02353']
"{""A"": {""Na"": 0.67}, ""B"": {""Cu"": 0.08, ""Fe"": 0.18, ""Mn"": 0.6, ""Ni"": 0.09, ""Ti"": 0.05}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/anie.202405620']
"{""A"": {""Na"": 0.79}, ""B"": {""Al"": 0.0017, ""Ca"": 0.0017, ""Fe"": 0.0017, ""Li"": 0.13, ""Mg"": 0.0017, ""Mn"": 0.66, ""Ni"": 0.2, ""Si"": 0.0017}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.nanoen.2023.109030']
"{""A"": {""Na"": 0.667}, ""B"": {""Co"": 0.117, ""Cu"": 0.01, ""Mg"": 0.01, ""Mn"": 0.667, ""Mo"": 0.01, ""Nb"": 0.01, ""Ni"": 0.167, ""Ti"": 0.01}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.mtener.2023.101446']
"{""A"": {""Na"": 0.6}, ""B"": {""Co"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Ru"": 0.2, ""Ti"": 0.2}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/jacsau.0c00002']
"{""A"": {""Na"": 0.67}, ""B"": {""Al"": 0.04, ""Co"": 0.18, ""Fe"": 0.02, ""Mg"": 0.03, ""Mn"": 0.45, ""Ni"": 0.18, ""Ti"": 0.1}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1088/2752-5724/ac8ab9']
"{""A"": {""Na"": 1.0}, ""B"": {""Co"": 0.2, ""Fe"": 0.2, ""Li"": 0.1, ""Ni"": 0.2, ""Sn"": 0.1, ""Ti"": 0.2}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1039/D2TA02451A']
"{""A"": {""Na"": 1.0}, ""B"": {""Cu"": 0.1, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.3, ""Ti"": 0.2}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}","['https://doi.org/10.1016/j.matlet.2023.134113', 'https://doi.org/10.1016/j.ensm.2022.06.035']"
"{""A"": {""Na"": 1.0}, ""B"": {""Co"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Ti"": 0.2}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.ensm.2022.02.038']
"{""A"": {""Na"": 1.0}, ""B"": {""Al"": 0.05, ""Co"": 0.2, ""Fe"": 0.2, ""Mg"": 0.05, ""Mn"": 0.2, ""Ni"": 0.2, ""Sn"": 0.1}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.jallcom.2023.172316']
"{""A"": {""Na"": 1.0}, ""B"": {""Cu"": 0.1, ""Fe"": 0.2, ""Mn"": 0.3, ""Ni"": 0.2, ""Ti"": 0.2}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.apsusc.2023.157856']
"{""A"": {""Na"": 0.85}, ""B"": {""Al"": 0.05, ""Cu"": 0.025, ""Fe"": 0.05, ""Li"": 0.05, ""Mg"": 0.025, ""Mn"": 0.5, ""Ni"": 0.25, ""Ti"": 0.05}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.cej.2023.144403']
"{""A"": {""Na"": 1.0}, ""B"": {""Co"": 0.2, ""Cu"": 0.1, ""Fe"": 0.2, ""Mg"": 0.04, ""Mn"": 0.2, ""Ni"": 0.1, ""Sn"": 0.16}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.est.2024.111720']
"{""A"": {""Na"": 0.85}, ""B"": {""Al"": 0.04, ""Li"": 0.08, ""Mg"": 0.04, ""Mn"": 0.62, ""Ni"": 0.22}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/acssuschemeng.4c00185']
"{""A"": {""Na"": 1.0}, ""B"": {""Fe"": 0.1, ""Li"": 0.1, ""Mn"": 0.25, ""Ni"": 0.3, ""Ti"": 0.25}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1039/D4TA01137F']
"{""A"": {""Na"": 1.0}, ""B"": {""B"": 0.02, ""Co"": 0.15, ""Cu"": 0.05, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Ti"": 0.2}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.jechem.2024.03.055']
"{""A"": {""Na"": 1.0}, ""B"": {""Co"": 0.05, ""Fe"": 0.15, ""Li"": 0.1, ""Mn"": 0.3, ""Ni"": 0.25, ""Sn"": 0.05, ""Ti"": 0.1}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/acs.langmuir.4c00676']
"{""A"": {""Na"": 1.0}, ""B"": {""Cu"": 0.05, ""Fe"": 0.2, ""Mn"": 0.35, ""Ni"": 0.2, ""Sn"": 0.1, ""Zn"": 0.1}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/aenm.202401090']
"{""A"": {""Na"": 0.6667}, ""B"": {""Co"": 0.1667, ""Fe"": 0.1667, ""Li"": 0.1667, ""Mn"": 0.3333, ""Ni"": 0.1667}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/aenm.202201989']
"{""A"": {""Na"": 1.0}, ""B"": {""Co"": 0.1667, ""Cu"": 0.1667, ""Fe"": 0.1667, ""Mn"": 0.1667, ""Ni"": 0.1667, ""Ti"": 0.1667}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1039/D2TA08431G']
"{""A"": {""Li"": 1.0}, ""B"": {""Mg"": 0.02, ""Mn"": 0.43, ""Mo"": 0.02, ""Nb"": 0.01, ""Ni"": 0.5, ""Ti"": 0.02}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1038/s41560-023-01267-y']
"{""A"": {""Li"": 1.0}, ""B"": {""Al"": 0.02, ""Cr"": 0.02, ""Fe"": 0.02, ""Mn"": 0.12, ""Ni"": 0.8, ""Ti"": 0.02}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/anie.202318186']
"{""A"": {""Li"": 1.0}, ""B"": {""Al"": 0.01, ""Mg"": 0.01, ""Mn"": 0.05, ""Nb"": 0.01, ""Ni"": 0.9, ""Ti"": 0.01, ""Zr"": 0.01}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/acsaem.4c00095']
"{""A"": {""Li"": 0.9583, ""Na"": 0.0417}, ""B"": {""Al"": 0.0238, ""F"": 0.0357, ""Fe"": 0.0238, ""Mg"": 0.0238, ""Mn"": 0.6667, ""Ni"": 0.2262}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.jpowsour.2024.235915']
"{""A"": {""Li"": 1.0}, ""B"": {""Al"": 0.0106, ""Mg"": 0.0106, ""Mn"": 0.0475, ""Mo"": 0.0095, ""Nb"": 0.0068, ""Ni"": 0.915}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1039/D4EE05020G']
"{""A"": {""Li"": 1.0}, ""B"": {""Al"": 0.0125, ""Co"": 0.15, ""La"": 0.0125, ""Mg"": 0.0125, ""Mn"": 0.6625, ""Ni"": 0.15}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1016/j.est.2025.115997']
"{""A"": {""Li"": 1.0}, ""B"": {""Co"": 0.1446, ""Cu"": 0.0241, ""Mg"": 0.0361, ""Mn"": 0.6024, ""Nb"": 0.0241, ""Ni"": 0.1446, ""Ti"": 0.0241}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/adma.202505189']
"{""A"": {""Li"": 1.0, ""Na"": 0.01}, ""B"": {""Mg"": 0.02, ""Mn"": 0.03, ""Mo"": 0.02, ""Ni"": 0.9, ""Ta"": 0.02}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/adma.202417353']
"{""A"": {""Li"": 1.0}, ""B"": {""Al"": 0.01, ""Fe"": 0.005, ""Mg"": 0.01, ""Mn"": 0.1, ""Ni"": 0.87, ""Ti"": 0.005}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/acs.nanolett.4c04992']
"{""A"": {""Li"": 1.0}, ""B"": {""Al"": 0.016, ""Co"": 0.1, ""Mg"": 0.016, ""Mn"": 0.05, ""Nb"": 0.008, ""Ni"": 0.8, ""Zr"": 0.008}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/acsaem.4c01160']
"{""A"": {""Li"": 1.0}, ""B"": {""Al"": 0.02, ""Mn"": 0.12, ""Mo"": 0.02, ""Ni"": 0.8, ""Ta"": 0.02, ""Ti"": 0.02}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1002/adfm.202423717']
"{""A"": {""Li"": 1.0}, ""B"": {""Co"": 0.1667, ""Cr"": 0.1667, ""Cu"": 0.1667, ""Fe"": 0.1667, ""Mn"": 0.1667, ""Ni"": 0.1667}, ""C"": {""O"": 1.0}}",,NaCoO2,"{'A': 1, 'B': 1, 'C': 2}",['https://doi.org/10.1021/acs.cgd.1c01076']
"{""A"": {""Li"": 1.0}, ""B"": {""Al"": 0.0156, ""P"": 0.1562, ""Sc"": 0.0156, ""Sn"": 0.2656, ""Ti"": 0.2656, ""Y"": 0.0156, ""Zr"": 0.2656}, ""C"": {""O"": 1.0}}",,NASICON,,['https://doi.org/10.1021/acsaem.4c02011']
"{""A"": {""Li"": 1.0}, ""B"": {""Al"": 0.1333, ""P"": 0.3333, ""Sn"": 0.1667, ""Ta"": 0.0333, ""Ti"": 0.1667, ""Zr"": 0.1667}, ""C"": {""O"": 1.0}}",,NASICON,,['https://doi.org/10.1016/j.jcis.2024.12.219']
"{""A"": {""Cr"": 1.0, ""Nb"": 1.0, ""Ta"": 1.0, ""V"": 1.0, ""W"": 1.0}, ""B"": {""Si"": 1.0}}",Nb5Si3,Nb5Si3,"{'A': 5, 'B': 3}",['https://doi.org/10.1016/j.scriptamat.2022.114557']
"{""A"": {""Hf"": 1.0, ""Mo"": 1.0, ""Nb"": 1.0, ""Ta"": 1.0, ""Zr"": 1.0}, ""B"": {""Si"": 1.0}}",Nb5Si3,Nb5Si3,"{'A': 5, 'B': 3}",['https://doi.org/10.1016/j.scriptamat.2022.114557']
"{""A"": {""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""W"": 0.2}, ""B"": {""Si"": 1.0}}",NbSi2,NbSi2,"{'A': 1, 'B': 2}",['https://doi.org/10.1016/j.jmat.2019.03.002']
"{""A"": {""Mo"": 0.2, ""Nb"": 0.2, ""Ti"": 0.2, ""W"": 0.2, ""Zr"": 0.2}, ""B"": {""Si"": 1.0}}",NbSi2,NbSi2,"{'A': 1, 'B': 2}","['https://doi.org/10.1016/j.jeurceramsoc.2020.02.059', 'https://doi.org/10.1007/s40145-019-0319-3']"
"{""A"": {""Cr"": 0.2, ""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""W"": 0.2}, ""B"": {""Si"": 1.0}}",NbSi2,NbSi2,"{'A': 1, 'B': 2}","['https://doi.org/10.1016/j.matlet.2020.127629', 'https://doi.org/10.1016/j.scriptamat.2020.07.059', 'https://doi.org/10.1016/j.commatsci.2021.111116']"
"{""A"": {""Hf"": 0.25, ""Nb"": 0.25, ""Ta"": 0.25, ""Ti"": 0.25}, ""B"": {""Si"": 1.0}}",NbSi2,NbSi2,"{'A': 1, 'B': 2}",['https://doi.org/10.21203/rs.3.rs-36425/v1']
"{""A"": {""Cr"": 1.0, ""Mo"": 1.0, ""Nb"": 1.0, ""Ta"": 1.0, ""V"": 1.0}, ""B"": {""Si"": 1.0}}",NbSi2,NbSi2,"{'A': 1, 'B': 2}",['https://doi.org/10.1016/j.scriptamat.2021.113914']
"{""A"": {""Mo"": 1.0, ""Nb"": 1.0, ""Ta"": 1.0, ""W"": 1.0}, ""B"": {""Si"": 1.0}}",NbSi2,NbSi2,"{'A': 1, 'B': 2}",['https://doi.org/10.1016/j.corsci.2022.110134']
"{""A"": {""Cr"": 0.2, ""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""V"": 0.2}, ""B"": {""Si"": 1.0}}",NbSi2,NbSi2,"{'A': 1, 'B': 2}",['https://doi.org/10.1016/j.commatsci.2021.111116']
"{""A"": {""Mo"": 0.25, ""Nb"": 0.25, ""Ta"": 0.25, ""V"": 0.25}, ""B"": {""Al"": 0.5, ""Si"": 0.5}}",NbSi2,NbSi2,"{'A': 1, 'B': 2}","['https://doi.org/10.1016/j.jpcs.2022.110701', 'https://doi.org/10.1007/s40843-019-9585-3']"
"{""A"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""B"": {""S"": 1.0}}",,pa-3,"{'A': 1, 'B': 2}",['https://doi.org/10.1002/aenm.202103090']
"{""A"": {""Cr"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Ti"": 0.2}, ""B"": {""S"": 1.0}}",,pa-3,"{'A': 1, 'B': 2}",['https://doi.org/10.1002/aenm.202103090']
"{""A"": {""Ba"": 0.2, ""Ca"": 0.2, ""Mg"": 0.2, ""Pb"": 0.2, ""Sr"": 0.2}, ""B"": {""Ti"": 1.0}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.3390/nano10020268']
"{""A"": {""Ca"": 0.2, ""Ce"": 0.2, ""K"": 0.2, ""La"": 0.2, ""Na"": 0.2}, ""B"": {""Ti"": 1.0}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.3390/nano10020268']
"{""A"": {""Sr"": 1.0}, ""B"": {""Hf"": 0.2, ""Mn"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.scriptamat.2017.08.040']
"{""A"": {""Sr"": 1.0}, ""B"": {""Hf"": 0.2, ""Nb"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.scriptamat.2017.08.040']
"{""A"": {""Ba"": 1.0}, ""B"": {""Ce"": 0.2, ""Hf"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1016/j.scriptamat.2017.08.040', ""https://doi.org/['10.1002/apxr.202300006', '10.1016/j.nanoen.2025.110651', '10.1002/adfm.202502853', '10.1038/s41467-024-49170-8']""]"
"{""A"": {""Ba"": 1.0}, ""B"": {""Hf"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Y"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.scriptamat.2017.08.040']
"{""A"": {""Ba"": 1.0}, ""B"": {""Hf"": 0.2, ""Nb"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1103/PhysRevMaterials.2.060404', 'https://doi.org/10.1016/j.ceramint.2019.11.239', 'https://doi.org/10.1016/j.scriptamat.2017.08.040']"
