Sorted Json formula,prototype,prototype_name,prototype_formula,DOIs
"{""A"": {""Ba"": 0.25, ""Gd"": 0.1, ""La"": 0.1, ""Nd"": 0.1, ""Pr"": 0.1, ""Sm"": 0.1, ""Sr"": 0.25}, ""B"": {""Co"": 0.75, ""Fe"": 0.25}, ""C"": {""O"": 1.1}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jallcom.2023.172102']
"{""A"": {""Ba"": 0.5, ""Gd"": 0.1, ""La"": 0.1, ""Nd"": 0.1, ""Pr"": 0.1, ""Sm"": 0.1}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1002/adfm.202304728']
"{""A"": {""Ba"": 0.1667, ""Ca"": 0.1667, ""Nd"": 0.1667, ""Pr"": 0.1667, ""Sm"": 0.1667, ""Sr"": 0.1667}, ""B"": {""Co"": 0.8571, ""Mn"": 0.1429}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.apcatb.2024.124789']
"{""A"": {""Ba"": 0.5, ""La"": 0.5}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jpowsour.2024.235809']
"{""A"": {""La"": 1.0}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Ga"": 0.2, ""Mn"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.cej.2024.158974']
"{""A"": {""Ba"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2, ""Sr"": 0.2}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jechem.2025.07.019']
"{""A"": {""Ba"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.fuel.2025.135288']
"{""A"": {""Ba"": 0.2, ""Ca"": 0.2, ""Ce"": 0.2, ""La"": 0.2, ""Sr"": 0.2}, ""B"": {""Co"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1039/d4cc00995a']
"{""A"": {""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2, ""Sr"": 0.2}, ""B"": {""Co"": 0.2308, ""Fe"": 0.7692}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ceramint.2024.07.324']
"{""A"": {""Ba"": 0.1875, ""Ca"": 0.25, ""La"": 0.1875, ""Pr"": 0.1875, ""Sr"": 0.1875}, ""B"": {""Co"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.apcatb.2024.124175']
"{""A"": {""La"": 0.7, ""Sr"": 0.3}, ""B"": {""Co"": 0.3, ""Fe"": 0.3, ""Mo"": 0.1, ""Ni"": 0.3}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ijhydene.2024.10.242']
"{""A"": {""La"": 0.7, ""Sr"": 0.3}, ""B"": {""Co"": 0.25, ""Fe"": 0.25, ""Mn"": 0.25, ""Ni"": 0.25}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ceramint.2023.06.275']
"{""A"": {""Ba"": 0.1, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2, ""Sr"": 0.1}, ""B"": {""Co"": 0.2, ""Cu"": 0.1, ""Fe"": 0.6, ""Ni"": 0.1}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jallcom.2021.159633']
"{""A"": {""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2, ""Sr"": 0.2}, ""B"": {""Mn"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jpowsour.2020.228959']
"{""A"": {""Ba"": 0.4, ""Ca"": 0.1, ""Pr"": 0.5}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.apcatb.2024.124314']
"{""A"": {""Ba"": 0.5, ""Gd"": 0.1, ""La"": 0.1, ""Nd"": 0.1, ""Pr"": 0.1, ""Sm"": 0.1}, ""B"": {""Co"": 0.5, ""Fe"": 0.5}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ceramint.2024.01.036']
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""Ba"": 0.5, ""Co"": 0.5}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.3389/fenrg.2022.899308']
"{""A"": {""Ba"": 0.2, ""Ca"": 0.2, ""La"": 0.2, ""Pr"": 0.4}, ""B"": {""Co"": 0.2, ""Fe"": 0.8}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ces.2024.120034']
"{""A"": {""Ba"": 0.4, ""Nd"": 0.1, ""Sr"": 0.5}, ""B"": {""Co"": 0.6, ""Fe"": 0.2, ""Ni"": 0.1, ""Zr"": 0.1}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1007/s42114-024-01188-8']
"{""A"": {""Ba"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Sr"": 0.2}, ""B"": {""Co"": 0.2, ""Fe"": 0.8}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jallcom.2024.173753']
"{""A"": {""Ba"": 0.2, ""Bi"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jallcom.2024.174357']
"{""A"": {""Ba"": 0.1667, ""Ca"": 0.1667, ""La"": 0.1667, ""Nd"": 0.1667, ""Pr"": 0.1667, ""Sr"": 0.1667}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1039/D4TA01803F']
"{""A"": {""Ba"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Co"": 0.2, ""Fe"": 0.8}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/acssuschemeng.4c00707']
"{""A"": {""Ba"": 0.2, ""Ca"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Co"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1002/adma.202209469', 'https://doi.org/10.1016/j.jelechem.2023.117546', 'https://doi.org/10.1016/j.mattod.2023.02.006']"
"{""A"": {""Ba"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2, ""Y"": 0.2}, ""B"": {""Co"": 0.2, ""Fe"": 0.8}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/acsami.2c03657']
"{""A"": {""Co"": 0.2, ""Cr"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""B"": {""S"": 1.0}}",,Pyrite,"{'A': 1, 'B': 2}","['https://doi.org/10.1002/aenm.202103090', 'https://doi.org/10.1002/adfm.202106229']"
"{""A"": {""Co"": 0.2, ""Cr"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Ni"": 0.2}, ""B"": {""S"": 1.0}}",,Pyrite,"{'A': 1, 'B': 2}",['https://doi.org/10.1002/adfm.202106229']
"{""A"": {""Co"": 0.2, ""Cr"": 0.2, ""Fe"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""B"": {""S"": 1.0}}",,Pyrite,"{'A': 1, 'B': 2}",['https://doi.org/10.1002/adfm.202106229']
"{""A"": {""Al"": 0.2, ""Co"": 0.2, ""Cr"": 0.2, ""Fe"": 0.2, ""Ni"": 0.2}, ""B"": {""S"": 1.0}}",,Pyrite,"{'A': 1, 'B': 2}",['https://doi.org/10.1002/adfm.202106229']
"{""A"": {""Eu"": 0.25, ""Gd"": 0.25, ""Nd"": 0.25, ""Sm"": 0.25}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1016/j.jeurceramsoc.2019.12.008', 'https://doi.org/10.1016/j.jmrt.2023.11.249']"
"{""A"": {""Eu"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1007/s11666-024-01744-0', 'https://doi.org/10.1007/s40145-019-0342-4', 'https://doi.org/10.1016/j.jallcom.2025.184053', 'https://doi.org/10.1016/j.jeurceramsoc.2019.12.008', 'https://doi.org/10.1016/j.jeurceramsoc.2024.01.014', 'https://doi.org/10.1016/j.pmatsci.2024.101385', 'https://doi.org/10.21203/rs.3.rs-1098359/v1']"
"{""A"": {""Dy"": 0.1667, ""Eu"": 0.1667, ""Gd"": 0.1667, ""La"": 0.1667, ""Nd"": 0.1667, ""Sm"": 0.1667}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2019.12.008']
"{""A"": {""Dy"": 0.1429, ""Eu"": 0.1429, ""Gd"": 0.1429, ""Ho"": 0.1429, ""La"": 0.1429, ""Nd"": 0.1429, ""Sm"": 0.1429}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2019.12.008']
"{""A"": {""Eu"": 0.2, ""Gd"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1007/s40145-019-0342-4']
"{""A"": {""Eu"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1007/s40145-019-0342-4']
"{""A"": {""Eu"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Y"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1007/s40145-019-0342-4']
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1007/s40145-019-0342-4', 'https://doi.org/10.1007/s40145-022-0589-z']"
"{""A"": {""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1007/s40145-019-0342-4']
"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1016/j.jeurceramsoc.2024.117103', 'https://doi.org/10.1016/j.jmst.2019.05.054', 'https://doi.org/10.1016/j.scriptamat.2019.12.006', 'https://doi.org/10.1016/j.scriptamat.2020.02.011']"
"{""A"": {""Sm"": 1.0}, ""B"": {""Hf"": 0.25, ""Sn"": 0.25, ""Ti"": 0.25, ""Zr"": 0.25}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Gd"": 1.0}, ""B"": {""Hf"": 0.25, ""Sn"": 0.25, ""Ti"": 0.25, ""Zr"": 0.25}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Gd"": 0.5, ""Sm"": 0.5}, ""B"": {""Hf"": 0.3333, ""Ti"": 0.3333, ""Zr"": 0.3333}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Eu"": 0.5, ""Gd"": 0.5}, ""B"": {""Hf"": 0.3333, ""Ti"": 0.3333, ""Zr"": 0.3333}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""La"": 0.5, ""Pr"": 0.5}, ""B"": {""Hf"": 0.3333, ""Sn"": 0.3333, ""Zr"": 0.3333}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Eu"": 0.5, ""Gd"": 0.5}, ""B"": {""Hf"": 0.3333, ""Sn"": 0.3333, ""Zr"": 0.3333}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""La"": 0.3333, ""Nd"": 0.3333, ""Pr"": 0.3333}, ""B"": {""Hf"": 0.5, ""Zr"": 0.5}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Eu"": 0.3333, ""Gd"": 0.3333, ""Sm"": 0.3333}, ""B"": {""Hf"": 0.5, ""Zr"": 0.5}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Eu"": 0.3333, ""Gd"": 0.3333, ""Sm"": 0.3333}, ""B"": {""Hf"": 0.3333, ""Sn"": 0.3333, ""Zr"": 0.3333}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Eu"": 0.3333, ""Gd"": 0.3333, ""Sm"": 0.3333}, ""B"": {""Hf"": 0.25, ""Sn"": 0.25, ""Ti"": 0.25, ""Zr"": 0.25}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Eu"": 0.25, ""Gd"": 0.25, ""Sm"": 0.25, ""Yb"": 0.25}, ""B"": {""Hf"": 0.25, ""Sn"": 0.25, ""Ti"": 0.25, ""Zr"": 0.25}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Eu"": 0.3333, ""Gd"": 0.3333, ""Sm"": 0.3333}, ""B"": {""Hf"": 0.1667, ""Sn"": 0.1667, ""Ti"": 0.5, ""Zr"": 0.1667}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Eu"": 0.3333, ""Gd"": 0.3333, ""Sm"": 0.3333}, ""B"": {""Hf"": 0.0833, ""Sn"": 0.0833, ""Ti"": 0.75, ""Zr"": 0.0833}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Eu"": 0.3333, ""Gd"": 0.3333, ""Sm"": 0.3333}, ""B"": {""Ti"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Eu"": 0.25, ""Gd"": 0.25, ""Sm"": 0.25, ""Yb"": 0.25}, ""B"": {""Hf"": 0.25, ""Ti"": 0.5, ""Zr"": 0.25}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Ce"": 0.1429, ""Eu"": 0.1429, ""Gd"": 0.1429, ""La"": 0.1429, ""Nd"": 0.1429, ""Pr"": 0.1429, ""Sm"": 0.1429}, ""B"": {""Hf"": 0.5, ""Zr"": 0.5}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Ce"": 0.1429, ""Eu"": 0.1429, ""Gd"": 0.1429, ""La"": 0.1429, ""Nd"": 0.1429, ""Pr"": 0.1429, ""Sm"": 0.1429}, ""B"": {""Hf"": 0.3333, ""Sn"": 0.3333, ""Zr"": 0.3333}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.scriptamat.2020.02.011']
"{""A"": {""Er"": 0.2, ""Ho"": 0.2, ""Lu"": 0.2, ""Tm"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.corsci.2025.112904']
"{""A"": {""La"": 0.2, ""Lu"": 0.2, ""Nd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2025.117361']
"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Sm"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1007/s43207-025-00518-w']
"{""A"": {""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2025.01.460']
"{""A"": {""La"": 0.2, ""Lu"": 0.2, ""Nd"": 0.2, ""Tm"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1002/adem.202402593', 'https://doi.org/10.1016/j.jeurceramsoc.2025.117466']"
"{""A"": {""Eu"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1007/s40145-021-0563-1', 'https://doi.org/10.1016/j.corsci.2022.110414', 'https://doi.org/10.1016/j.jallcom.2025.179216', 'https://doi.org/10.1016/j.jeurceramsoc.2023.11.025', 'https://doi.org/10.1016/j.jmat.2024.100967', 'https://doi.org/10.1016/j.surfcoat.2024.130722', 'https://doi.org/10.1111/jace.18155']"
"{""A"": {""Er"": 0.2, ""Eu"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2024.06.429']
"{""A"": {""La"": 0.25, ""Nd"": 0.25, ""Y"": 0.25, ""Yb"": 0.25}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2021.12.044']
"{""A"": {""Er"": 0.5, ""Y"": 0.5}, ""B"": {""Ce"": 0.2, ""Hf"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.mseb.2025.118145']
"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""Nd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jallcom.2022.168551']
"{""A"": {""Er"": 0.05, ""Gd"": 0.05, ""Nd"": 0.58, ""Y"": 0.05, ""Yb"": 0.27}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jallcom.2022.168551']
"{""A"": {""Dy"": 0.25, ""La"": 0.25, ""Y"": 0.25, ""Yb"": 0.25}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2021.12.044']
"{""A"": {""Dy"": 0.2, ""Eu"": 0.2, ""Lu"": 0.2, ""Sm"": 0.2, ""Tb"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2020.10.005']
"{""A"": {""Dy"": 0.2, ""Eu"": 0.2, ""Gd"": 0.2, ""Ho"": 0.2, ""Sm"": 0.2}, ""B"": {""Al"": 0.5, ""Sr"": 0.5}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1016/j.ceramint.2025.04.418', 'https://doi.org/10.1016/j.jallcom.2023.169978']"
"{""A"": {""Eu"": 0.25, ""La"": 0.25, ""Nd"": 0.25, ""Sm"": 0.25}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jmrt.2023.08.150']
"{""A"": {""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2024.08.427']
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2021.05.043']
"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Yb"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1016/j.ceramint.2025.02.111', 'https://doi.org/10.1016/j.jeurceramsoc.2021.05.043']"
"{""A"": {""Er"": 0.2, ""La"": 0.2, ""Sm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1016/j.jeurceramsoc.2021.05.043', 'https://doi.org/10.1111/jace.18155', 'https://doi.org/10.1111/jace.20355', 'https://doi.org/10.1111/jace.70249']"
"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2021.05.043']
